# index, pos, _pos
1208,"array([483.44,  37.68])","array([-4.50228282,  7.32261956])"
1209,"array([ 484.39, 1031.98])","array([-1.81629564,  3.0788474 ])"
1210,"array([486.53, 630.21])","array([-2.15416613,  6.5050715 ])"
1211,"array([ 487.8 , 1482.88])","array([4.03956943, 2.4431179 ])"
1212,"array([ 489.71, 1058.02])","array([-1.75344736,  3.00745387])"
1213,"array([ 489.97, 1494.84])","array([4.06038705, 2.49420627])"
1214,"array([490.07, 516.8 ])","array([-2.26879478,  6.68030791])"
1215,"array([490.37, 130.9 ])","array([-4.51205773,  7.01386025])"
1216,"array([ 493.05, 1085.39])","array([-1.57214583,  2.93555314])"
1217,"array([ 493.55, 1025.15])","array([-1.78297062,  3.17037132])"
1218,"array([ 493.74, 1470.86])","array([3.97473724, 2.46499334])"
1219,"array([ 494.86, 1513.86])","array([4.10947668, 2.51316817])"
1220,"array([496.04,  41.46])","array([-4.54305521,  7.23618483])"
1221,"array([ 496.39, 1177.83])","array([-1.52404243,  2.67006156])"
1222,"array([ 496.89, 1051.52])","array([-1.76826626,  3.08830216])"
1223,"array([  5.33, 441.51])","array([-4.06096616,  4.60480564])"
1224,"array([  50.03, 1128.94])","array([-3.16790595,  1.58179836])"
1225,"array([ 500.84, 1491.03])","array([4.00509654, 2.53924623])"
1226,"array([ 501.06, 1260.93])","array([-1.50965859,  2.44649973])"
1227,"array([501.15, 300.6 ])","array([-2.15992128,  7.34114206])"
1228,"array([ 501.73, 1206.87])","array([-1.4875235 ,  2.53235518])"
1229,"array([ 501.92, 1468.21])","array([3.92332577, 2.54080479])"
1230,"array([ 503.04, 1019.93])","array([-1.75603313,  3.28985958])"
1231,"array([503.96, 892.76])","array([-2.25813517,  3.4988042 ])"
1232,"array([ 504.64, 1509.51])","array([4.05363465, 2.5850644 ])"
1233,"array([506.34, 326.54])","array([-2.22443399,  7.33049346])"
1234,"array([508.01, 115.16])","array([-4.51000346,  7.16461939])"
1235,"array([508.55, 857.35])","array([-2.34191   ,  3.68547508])"
1236,"array([508.55, 979.92])","array([-1.91862592,  3.45335303])"
1237,"array([510.2 , 922.86])","array([-2.07256193,  3.49508016])"
1238,"array([511.67, 871.11])","array([-2.23899261,  3.65152573])"
1239,"array([ 511.74, 1198.52])","array([-1.43847757,  2.64087961])"
1240,"array([511.76, 350.82])","array([-2.2291476 ,  7.25437662])"
1241,"array([514.59, 359.31])","array([-2.18827681,  7.17601583])"
1242,"array([ 514.81, 1412.71])","array([3.72314797, 2.58520416])"
1243,"array([515.7 , 861.94])","array([-2.28156778,  3.7016506 ])"
1244,"array([ 517.41, 1115.96])","array([-1.44690151,  3.01675128])"
1245,"array([ 517.56, 1023.33])","array([-1.67961346,  3.34935875])"
1246,"array([517.56, 810.89])","array([-2.46459711,  3.83085211])"
1247,"array([518.09, 999.74])","array([-1.78904214,  3.38667216])"
1248,"array([518.6 , 621.72])","array([-2.06976686,  6.41354342])"
1249,"array([ 518.65, 1480.4 ])","array([3.95240317, 2.60656973])"
1250,"array([519.19, 930.38])","array([-1.97395945,  3.55640277])"
1251,"array([ 519.92, 1445.92])","array([3.85799207, 2.58772729])"
1252,"array([ 52.03, 795.55])","array([-4.20213028,  3.09869649])"
1253,"array([ 52.7 , 865.96])","array([-4.01458991,  2.96044886])"
1254,"array([520.01, 378.88])","array([-2.18678852,  7.0582803 ])"
1255,"array([520.11, 828.18])","array([-2.39536999,  3.77576317])"
1256,"array([ 521.84, 1436.34])","array([3.78180464, 2.59786106])"
1257,"array([522.13, 971.48])","array([-1.83965422,  3.5097583 ])"
1258,"array([525.02,  38.31])","array([-4.61430917,  7.19708122])"
1259,"array([ 526.95, 1417.18])","array([3.73948245, 2.64700499])"
1260,"array([527.81, 867.44])","array([-2.26867034,  3.77155929])"
1261,"array([ 528.23, 1451.66])","array([3.87611067, 2.65521039])"
1262,"array([528.26, 411.18])","array([-2.27892102,  6.94599173])"
1263,"array([529.87, 833.69])","array([-2.36760203,  3.84277095])"
1264,"array([529.92, 555.23])","array([-1.99483183,  6.58497653])"
1265,"array([  53.53, 1497.58])","array([4.57774385, 1.30028283])"
1266,"array([530.06, 115.16])","array([-4.58209471,  7.14956347])"
1267,"array([532.74, 337.85])","array([-2.14094778,  7.25276386])"
1268,"array([ 533.82, 1142.74])","array([-1.35451658,  2.9828226 ])"
1269,"array([533.87, 988.36])","array([-1.74219225,  3.4547981 ])"
1270,"array([ 534.61, 1498.28])","array([4.00857454, 2.66585206])"
1271,"array([534.87, 534.72])","array([-2.07957053,  6.64699461])"
1272,"array([536.99, 391.14])","array([-2.13153917,  7.03974566])"
1273,"array([537.93, 635.39])","array([-1.95759044,  6.35414771])"
1274,"array([538.46, 871.85])","array([-2.20838501,  3.79594672])"
1275,"array([539.45, 842.35])","array([-2.30411704,  3.82864266])"
1276,"array([ 54.76, 476.81])","array([-4.09438212,  4.5629866 ])"
1277,"array([ 541.64, 1419.09])","array([3.73774192, 2.72859391])"
1278,"array([543.59, 410.  ])","array([-2.14636548,  6.97570974])"
1279,"array([ 543.76, 1158.29])","array([-1.33159433,  2.85239412])"
1280,"array([543.96, 879.55])","array([-2.13678685,  3.76995645])"
1281,"array([547.65, 846.91])","array([-2.24932978,  3.84374198])"
1282,"array([548.18, 950.93])","array([-1.86784902,  3.61390565])"
1283,"array([548.31, 531.66])","array([-1.91514436,  6.64521612])"
1284,"array([ 548.45, 1170.49])","array([-1.35043459,  2.72429666])"
1285,"array([549.99, 334.61])","array([-2.06848546,  7.2261031 ])"
1286,"array([ 55.3 , 429.02])","array([-4.08811893,  4.85812659])"
1287,"array([ 55.3 , 452.37])","array([-4.09922144,  4.63739926])"
1288,"array([  55.65, 1452.42])","array([4.56983908, 1.20275248])"
1289,"array([550.19, 389.25])","array([-2.07531924,  7.07769772])"
1290,"array([ 551.1 , 1055.05])","array([-1.53495721,  3.36746874])"
1291,"array([552.55, 417.54])","array([-2.01542035,  6.98677937])"
1292,"array([ 553.13, 1429.31])","array([3.81916559, 2.73542954])"
1293,"array([ 554.99, 1096.09])","array([-1.37790596,  3.13210551])"
1294,"array([ 555.42, 1147.49])","array([-1.25749833,  2.83942781])"
1295,"array([558.27, 895.7 ])","array([-2.05800165,  3.79767676])"
1296,"array([558.68, 570.79])","array([-1.90488796,  6.52730837])"
1297,"array([  56.76, 1425.86])","array([4.63388242, 1.15519198])"
1298,"array([560.11, 883.96])","array([-2.03256041,  3.87144657])"
1299,"array([560.6 , 998.47])","array([-1.60969201,  3.38179414])"
1300,"array([ 561.9 , 1105.16])","array([-1.31478599,  3.10108093])"
1301,"array([ 562.13, 1212.54])","array([-1.21112882,  2.59713115])"
1302,"array([562.81,  36.42])","array([-4.68818361,  7.16011281])"
1303,"array([ 563.19, 1066.72])","array([-1.410948  ,  3.36199188])"
1304,"array([564.81, 318.05])","array([-1.99978724,  7.18222972])"
1305,"array([565.25, 950.01])","array([-1.7989858 ,  3.73894419])"
1306,"array([ 565.26, 1378.22])","array([3.67399862, 2.79652147])"
1307,"array([ 566.54, 1369.92])","array([3.62787151, 2.80803083])"
1308,"array([566.59,  19.42])","array([-4.77098061,  7.12936181])"
1309,"array([ 566.9 , 1011.85])","array([-1.6205747 ,  3.44263586])"
1310,"array([  57.7 , 1135.95])","array([-3.06071258,  1.54802005])"
1311,"array([570.  , 577.87])","array([-1.86652157,  6.43902364])"
1312,"array([570.37, 116.42])","array([-4.63753907,  7.10644714])"
1313,"array([570.47, 502.89])","array([-1.79483366,  6.71094594])"
1314,"array([572.03, 661.75])","array([-1.92802404,  6.22754298])"
1315,"array([ 572.29, 1473.38])","array([3.96974555, 2.7606992 ])"
1316,"array([572.35, 547.22])","array([-1.82704015,  6.5604674 ])"
1317,"array([572.95, 879.55])","array([-1.99801785,  3.96332079])"
1318,"array([ 573.13, 1078.81])","array([-1.33857562,  3.26299533])"
1319,"array([ 575.15, 1205.86])","array([-1.27272082,  2.66153001])"
1320,"array([576.26, 910.01])","array([-1.96118519,  3.81027049])"
1321,"array([ 576.76, 1360.98])","array([3.57668523, 2.8207664 ])"
1322,"array([ 579.61, 1086.59])","array([-1.25448239,  3.21037143])"
1323,"array([ 579.95, 1462.52])","array([3.90845399, 2.8067118 ])"
1324,"array([581.08, 149.8 ])","array([-4.63360163,  7.03017601])"
1325,"array([ 581.77, 1031.73])","array([-1.49451121,  3.43864053])"
1326,"array([582.26, 385.95])","array([-1.95163192,  7.10524825])"
1327,"array([ 585.66, 1089.61])","array([-1.14467797,  3.28038731])"
1328,"array([ 586.34, 1451.66])","array([3.82577161, 2.82729963])"
1329,"array([586.5 , 560.89])","array([-1.74427942,  6.46421487])"
1330,"array([ 586.98, 1487.43])","array([3.95684793, 2.83728198])"
1331,"array([587.63, 917.35])","array([-1.86429238,  3.83009197])"
1332,"array([587.91, 408.11])","array([-1.88756027,  7.00493917])"
1333,"array([589.33, 525.05])","array([-1.75229782,  6.6144283 ])"
1334,"array([ 59.65, 354.61])","array([-3.91706082,  5.36400858])"
1335,"array([  59.8 , 1235.03])","array([-2.81733369,  1.07332513])"
1336,"array([ 591.27, 1041.23])","array([-1.36422055,  3.46883229])"
1337,"array([592.04, 907.44])","array([-1.92234471,  3.90446756])"
1338,"array([593.14, 893.5 ])","array([-1.9195102 ,  4.01445927])"
1339,"array([ 593.86, 1099.55])","array([-1.02369323,  3.31938022])"
1340,"array([594.55, 673.42])","array([-1.87725141,  6.11190901])"
1341,"array([596.07, 931.67])","array([-1.73238157,  3.84156383])"
1342,"array([ 596.56, 1506.58])","array([3.94348357, 2.91779848])"
1343,"array([599.01, 925.06])","array([-1.78299495,  3.89121962])"
1344,"array([ 599.11, 1429.31])","array([3.7661497 , 2.91718112])"
1345,"array([599.38, 899.74])","array([-1.84281924,  3.98737951])"
1346,"array([599.55, 619.21])","array([-1.69822831,  6.15059828])"
1347,"array([ 599.91, 1051.17])","array([-1.28885931,  3.36605982])"
1348,"array([ 60.04, 740.48])","array([-4.24835892,  3.23551406])"
1349,"array([ 60.04, 805.22])","array([-4.15053226,  3.05088871])"
1350,"array([ 600.39, 1136.6 ])","array([-0.79930894,  3.27812914])"
1351,"array([ 600.39, 1386.53])","array([3.61855907, 2.88090172])"
1352,"array([ 600.78, 1108.18])","array([-0.88928069,  3.31754949])"
1353,"array([601.22, 659.24])","array([-1.79523112,  6.05945708])"
1354,"array([601.23, 163.66])","array([-4.75188409,  7.01234878])"
1355,"array([602.53, 552.4 ])","array([-1.65373831,  6.55871738])"
1356,"array([603.3 , 680.93])","array([-1.84646063,  6.0236365 ])"
1357,"array([605.13, 371.1 ])","array([-1.85555531,  7.17748436])"
1358,"array([ 607.41, 1380.14])","array([3.55637206, 2.92611809])"
1359,"array([609.29, 908.55])","array([-1.73318623,  3.97649826])"
1360,"array([609.98, 601.69])","array([-1.63983485,  6.20857336])"
1361,"array([ 61.82, 451.29])","array([-4.11359273,  4.70591245])"
1362,"array([610.05,  18.79])","array([-4.8214321 ,  7.06206382])"
1363,"array([ 611.58, 1118.53])","array([-0.80893898,  3.32219804])"
1364,"array([ 612.44, 1064.99])","array([-1.16905239,  3.35657312])"
1365,"array([ 613.4 , 1153.05])","array([-0.58326444,  3.3772949 ])"
1366,"array([614.08, 360.25])","array([-1.7860715 ,  7.22516218])"
1367,"array([614.15, 667.17])","array([-1.76255348,  5.98795013])"
1368,"array([ 614.44, 1398.02])","array([3.6488626 , 2.96584288])"
1369,"array([ 615.53, 1124.21])","array([-0.73190826,  3.33750383])"
1370,"array([616.35, 164.29])","array([-4.83787819,  6.96023224])"
1371,"array([616.91, 442.77])","array([-1.74043048,  6.94409137])"
1372,"array([ 616.99, 1373.75])","array([3.53217832, 2.99291512])"
1373,"array([617.48, 582.92])","array([-1.65215228,  6.3341205 ])"
1374,"array([618.09, 953.32])","array([-1.67382523,  3.80338861])"
1375,"array([618.46, 843.22])","array([-1.88102206,  4.08213094])"
1376,"array([619.15, 630.88])","array([-1.71601972,  6.07361838])"
1377,"array([  62.26, 1241.6 ])","array([-2.74573257,  1.01381971])"
1378,"array([621.39,  93.11])","array([-4.8983478 ,  6.98574585])"
1379,"array([ 621.51, 1076.22])","array([-1.06182183,  3.40083226])"
1380,"array([ 622.07, 1112.51])","array([-0.78914619,  3.36637307])"
1381,"array([622.7 , 466.78])","array([-1.70642352,  6.82957363])"
1382,"array([624.16, 659.66])","array([-1.66471032,  5.93879164])"
1383,"array([624.54,  33.27])","array([-4.92071923,  7.04631036])"
1384,"array([625.83, 961.32])","array([-1.56328523,  3.78371698])"
1385,"array([ 627.56, 1105.16])","array([-0.83673935,  3.38415667])"
1386,"array([627.73, 164.76])","array([-4.90862388,  6.90156759])"
1387,"array([ 628.42, 1083.99])","array([-0.98905796,  3.50126662])"
1388,"array([ 628.44, 1139.86])","array([-0.66136775,  3.42178708])"
1389,"array([ 628.49, 1374.39])","array([3.54895574, 3.05484752])"
1390,"array([628.85, 846.84])","array([-1.80464322,  4.07038661])"
1391,"array([630.35, 342.1 ])","array([-1.71699417,  7.34660352])"
1392,"array([631.88, 939.29])","array([-1.60264658,  3.8893069 ])"
1393,"array([634.61,  97.52])","array([-4.94192796,  6.93973162])"
1394,"array([ 634.9 , 1090.91])","array([-0.90606188,  3.48948318])"
1395,"array([635.83, 642.98])","array([-1.65006236,  6.03247155])"
1396,"array([636.2 , 871.03])","array([-1.70156606,  4.0535813 ])"
1397,"array([637.49, 971.68])","array([-1.44972868,  3.78241885])"
1398,"array([ 639. , 1096.7])","array([-0.8299744 ,  3.45414298])"
1399,"array([ 639.74, 1124.08])","array([-0.77490028,  3.41601641])"
1400,"array([  64.38, 1107.92])","array([-3.23957205,  1.66233108])"
1401,"array([  64.54, 1218.88])","array([-2.84261467,  1.16932509])"
1402,"array([640.08, 922.87])","array([-1.61364136,  3.97844344])"
1403,"array([642.17, 163.66])","array([-4.98831644,  6.85935239])"
1404,"array([642.3 , 469.28])","array([-1.57440199,  6.8543258 ])"
1405,"array([642.38, 359.31])","array([-1.68384826,  7.28440138])"
1406,"array([ 642.47, 1001.29])","array([-1.29579685,  3.63391097])"
1407,"array([ 642.54, 1465.07])","array([3.85668958, 2.93924389])"
1408,"array([642.85, 392.79])","array([-1.64999319,  7.18378706])"
1409,"array([ 643.18, 1356.51])","array([3.45237204, 3.15393721])"
1410,"array([643.54, 966.93])","array([-1.42135339,  3.85630436])"
1411,"array([643.79, 401.75])","array([-1.62174264,  7.07768734])"
1412,"array([644.59, 596.69])","array([-1.56059741,  6.27499829])"
1413,"array([645.21, 327.72])","array([-1.66307691,  7.35563957])"
1414,"array([645.43, 676.34])","array([-1.58577921,  5.84144053])"
1415,"array([645.44, 426.97])","array([-1.60034221,  6.9678786 ])"
1416,"array([646.56, 859.37])","array([-1.70946419,  4.11224696])"
1417,"array([649.16, 881.4 ])","array([-1.6415076 ,  4.09445428])"
1418,"array([649.16, 990.69])","array([-1.3485206 ,  3.74892833])"
1419,"array([  65.81, 1503.4 ])","array([4.51363714, 1.32334157])"
1420,"array([  65.88, 1333.01])","array([-2.49779766,  1.0046419 ])"
1421,"array([ 650.45, 1080.54])","array([-0.88171012,  3.55143562])"
1422,"array([650.85, 626.3 ])","array([-1.58885524,  6.10880643])"
1423,"array([650.99, 102.56])","array([-4.99849574,  6.91176747])"
1424,"array([ 652.76, 1346.29])","array([3.38733799, 3.15959064])"
1425,"array([653.04, 948.79])","array([-1.50729119,  3.90835648])"
1426,"array([ 656.07, 1063.69])","array([-0.95942815,  3.61929404])"
1427,"array([656.48, 484.71])","array([-1.52042112,  6.79681916])"
1428,"array([657.1 , 581.67])","array([-1.58896904,  6.37598007])"
1429,"array([657.8 , 863.26])","array([-1.60500066,  4.14665067])"
1430,"array([658.77, 619.62])","array([-1.48477046,  6.07940192])"
1431,"array([  66.21, 1209.2 ])","array([-2.89164847,  1.27167842])"
1432,"array([ 66.71, 453.46])","array([-4.14418752,  4.56425723])"
1433,"array([ 660.82, 1071.47])","array([-0.88549438,  3.62068211])"
1434,"array([661.7, 162.4])","array([-5.07129247,  6.86667867])"
1435,"array([662.65, 356.01])","array([-1.59804457,  7.3583121 ])"
1436,"array([662.98, 978.16])","array([-1.31899053,  3.85614471])"
1437,"array([ 663.41, 1022.22])","array([-1.17597619,  3.73665577])"
1438,"array([663.84, 895.66])","array([-1.59003381,  4.0575108 ])"
1439,"array([665.86, 611.28])","array([-1.47718611,  6.15997425])"
1440,"array([667.32, 568.54])","array([-1.58044017,  6.49351439])"
1441,"array([667.73, 937.13])","array([-1.50356575,  3.99464174])"
1442,"array([668.  , 105.71])","array([-5.05931189,  6.92420388])"
1443,"array([669.14, 456.29])","array([-1.4567368 ,  6.90630854])"
1444,"array([ 669.89, 1029.57])","array([-1.06237315,  3.77858822])"
1445,"array([ 67.79, 489.31])","array([-4.1286571 ,  4.48632514])"
1446,"array([ 671.91, 1325.22])","array([3.29663071, 3.17942128])"
1447,"array([ 672.55, 1140.14])","array([-0.74681491,  3.4775624 ])"
1448,"array([675.24, 519.74])","array([-1.53946337,  6.64222896])"
1449,"array([675.56, 151.06])","array([-5.1357534 ,  6.93452001])"
1450,"array([675.56, 162.4 ])","array([-5.14862451,  6.87915978])"
1451,"array([ 675.89, 1061.4 ])","array([-0.8244722 ,  3.67804533])"
1452,"array([ 677.67, 1047.71])","array([-0.96007612,  3.74048473])"
1453,"array([678.08, 108.23])","array([-5.09503174,  6.98089857])"
1454,"array([678.1 , 941.88])","array([-1.402806 ,  4.0365867])"
1455,"array([678.53, 993.28])","array([-1.22153754,  3.86978206])"
1456,"array([679.62, 716.38])","array([-1.41120226,  5.63716291])"
1457,"array([680.04, 557.07])","array([-1.50559603,  6.56896373])"
1458,"array([681.99, 901.7 ])","array([-1.5265916 ,  4.10735396])"
1459,"array([ 682.66, 1150.47])","array([-0.6768869 ,  3.53927864])"
1460,"array([ 683.5 , 1055.27])","array([-0.85350643,  3.74912891])"
1461,"array([683.51, 959.51])","array([-1.27766847,  3.95629493])"
1462,"array([684.15, 909.05])","array([-1.48015659,  4.06415686])"
1463,"array([ 685.66, 1006.89])","array([-1.13268346,  3.84872718])"
1464,"array([686.3 , 705.54])","array([-1.47632693,  5.68379929])"
1465,"array([ 686.7, 1075.3])","array([-0.74251291,  3.6884908 ])"
1466,"array([ 687.24, 1313.72])","array([3.21890415, 3.23784286])"
1467,"array([688.17, 487.63])","array([-1.46897731,  6.72751586])"
1468,"array([688.46, 947.92])","array([-1.30144715,  4.06557764])"
1469,"array([689.41,  54.69])","array([-5.02394641,  7.04617219])"
1470,"array([ 691.06, 1014.88])","array([-1.03560998,  3.87977829])"
1471,"array([691.72, 685.1 ])","array([-1.48811432,  5.76416581])"
1472,"array([692.14, 982.27])","array([-1.19256775,  3.93230746])"
1473,"array([693.59, 531.  ])","array([-1.44213132,  6.65722796])"
1474,"array([693.65, 915.96])","array([-1.41341816,  4.08969264])"
1475,"array([693.8 , 765.59])","array([-1.22154997,  5.59301609])"
1476,"array([ 697.75, 1070.82])","array([-0.76045308,  3.75321038])"
1477,"array([   7.01, 1506.63])","array([4.67480145, 1.29766875])"
1478,"array([  70.47, 1196.81])","array([-2.85075012,  1.34040873])"
1479,"array([ 700.34, 1044.04])","array([-0.83923404,  3.8309223 ])"
1480,"array([702.88, 405.17])","array([-1.40587741,  7.42394937])"
1481,"array([ 703.15, 1031.73])","array([-0.95617402,  3.84133447])"
1482,"array([703.8 , 991.34])","array([-1.09656062,  3.93938812])"
1483,"array([ 703.84, 1342.46])","array([3.29918958, 3.28604282])"
1484,"array([704.45, 922.44])","array([-1.35184496,  4.12094807])"
1485,"array([ 705.76, 1298.4 ])","array([3.10125727, 3.25530697])"
1486,"array([707.47, 960.88])","array([-1.21464523,  4.15268684])"
1487,"array([ 708.31, 1532.13])","array([3.68036642, 3.54746542])"
1488,"array([708.82, 738.48])","array([-1.3269721 ,  5.64858151])"
1489,"array([ 709.63, 1036.05])","array([-0.88227956,  3.91050902])"
1490,"array([710.46, 387.9 ])","array([-1.49566458,  7.42162042])"
1491,"array([ 710.87, 1352.04])","array([3.397145  , 3.26356956])"
1492,"array([711.36, 851.16])","array([-1.48664462,  4.16708099])"
1493,"array([ 711.58, 1060.45])","array([-0.76278672,  3.82806435])"
1494,"array([ 712.22, 1125.46])","array([-0.66286101,  3.67952852])"
1495,"array([ 712.66, 1002.78])","array([-0.99202368,  4.00551329])"
1496,"array([714.24, 653.4 ])","array([-1.39074926,  6.00812177])"
1497,"array([714.65, 776.85])","array([-1.10274301,  5.57096514])"
1498,"array([ 714.7 , 1333.52])","array([3.26959885, 3.37079509])"
1499,"array([715.7 , 495.14])","array([-1.3578977 ,  6.74888968])"
1500,"array([ 716.76, 1044.9 ])","array([-0.81295568,  3.94759982])"
1501,"array([718.04, 329.37])","array([-1.43849413,  7.56726702])"
1502,"array([718.92, 973.63])","array([-1.11471041,  4.20460839])"
1503,"array([ 719.81, 1288.82])","array([2.99175821, 3.31835556])"
1504,"array([720.49, 637.97])","array([-1.38064911,  6.07984741])"
1505,"array([ 723.45, 1023.52])","array([-0.88770289,  4.01732391])"
1506,"array([723.62, 481.79])","array([-1.26613549,  6.87993327])"
1507,"array([725.08, 548.31])","array([-1.36202522,  6.65445819])"
1508,"array([ 725.4, 1054.4])","array([-0.74766481,  3.9084769 ])"
1509,"array([726.04, 390.85])","array([-1.42163602,  7.47430436])"
1510,"array([728.21, 983.78])","array([-1.01059287,  4.22536598])"
1511,"array([ 728.42, 1113.15])","array([-0.67628966,  3.75446993])"
1512,"array([729.25, 698.03])","array([-1.37816955,  5.73631789])"
1513,"array([ 729.39, 1320.11])","array([3.22988105, 3.45333961])"
1514,"array([ 73.77, 324.19])","array([-3.91555714,  5.45439751])"
1515,"array([ 730.67, 1306.7 ])","array([3.06454013, 3.35263113])"
1516,"array([731.34, 511.61])","array([-1.2849432 ,  6.66884252])"
1517,"array([731.96, 470.11])","array([-1.21912265,  7.04773708])"
1518,"array([732.09, 990.69])","array([-0.93718632,  4.15184975])"
1519,"array([ 732.31, 1035.4 ])","array([-0.79723912,  4.02400107])"
1520,"array([ 733.86, 1389.72])","array([3.41883345, 3.36895442])"
1521,"array([ 735.14, 1313.72])","array([3.1180546, 3.4113182])"
1522,"array([736.02, 157.36])","array([-5.17235487,  6.95855746])"
1523,"array([738.54, 176.88])","array([-5.21671161,  6.90272   ])"
1524,"array([ 74.39, 822.91])","array([-4.07871749,  3.06711811])"
1525,"array([740.09, 787.28])","array([-0.97881164,  5.5109603 ])"
1526,"array([ 740.52, 1045.77])","array([-0.72013186,  3.9781705 ])"
1527,"array([741.35, 643.4 ])","array([-1.27098269,  6.03412242])"
1528,"array([ 741.38, 1126.11])","array([-0.61521952,  3.79818015])"
1529,"array([ 742.24, 1107.97])","array([-0.69600677,  3.81911835])"
1530,"array([742.46, 394.64])","array([-1.32376962,  7.4163049 ])"
1531,"array([ 743.32, 1007.1 ])","array([-0.85273175,  4.12038477])"
1532,"array([745.27, 866.93])","array([-1.35681618,  4.18907054])"
1533,"array([747.81, 435.5 ])","array([-1.1685304 ,  7.21066434])"
1534,"array([749.69, 683.85])","array([-1.29838696,  5.79656871])"
1535,"array([ 750.46, 1302.87])","array([3.01547297, 3.39848453])"
1536,"array([ 750.88, 1040.58])","array([-0.67995995,  4.03372244])"
1537,"array([753.02, 666.33])","array([-1.30299826,  5.9151545 ])"
1538,"array([753.86, 619.21])","array([-1.21976242,  6.10938318])"
1539,"array([ 754.77, 1022.87])","array([-0.76535184,  4.12035457])"
1540,"array([ 754.93, 1477.21])","array([3.59685279, 3.54039271])"
1541,"array([755.32, 397.55])","array([-1.20409494,  7.35081585])"
1542,"array([ 756.21, 1265.19])","array([2.86968287, 3.39123079])"
1543,"array([756.78, 687.19])","array([-1.21382915,  5.72400765])"
1544,"array([ 756.93, 1097.17])","array([-0.68279257,  3.88703845])"
1545,"array([757.61, 649.65])","array([-1.19732561,  5.94188281])"
1546,"array([ 76.51, 729.77])","array([-4.26503999,  3.31969357])"
1547,"array([ 760.68, 1428.04])","array([3.40821054, 3.4787207 ])"
1548,"array([ 762.55, 1033.24])","array([-0.67732062,  4.10396786])"
1549,"array([762.67, 353.79])","array([-1.17597406,  7.43276693])"
1550,"array([763.41, 879.46])","array([-1.22776465,  4.22050153])"
1551,"array([ 764.51, 1292.01])","array([2.91803885, 3.36873893])"
1552,"array([764.91, 621.92])","array([-1.16034702,  6.1833099 ])"
1553,"array([766.37, 798.12])","array([-0.8537192 ,  5.43882414])"
1554,"array([768.57, 398.85])","array([-1.11023388,  7.39708628])"
1555,"array([ 768.59, 1087.23])","array([-0.64440586,  3.94764341])"
1556,"array([ 768.66, 1257.84])","array([2.7434678 , 3.46286896])"
1557,"array([768.87, 691.36])","array([-1.12474877,  5.65772398])"
1558,"array([ 769.46, 1028.05])","array([-0.63359073,  4.16800566])"
1559,"array([769.7 , 740.15])","array([-0.97073398,  5.5806307 ])"
1560,"array([  77.23, 1250.25])","array([-2.65423002,  1.01284708])"
1561,"array([  77.56, 1176.16])","array([-2.89041251,  1.44073294])"
1562,"array([ 77.99, 137.74])","array([-3.91612109,  5.78277634])"
1563,"array([771.4 , 982.48])","array([-0.80166484,  4.20256864])"
1564,"array([773.2 , 356.74])","array([-1.11220538,  7.46992583])"
1565,"array([ 773.35, 1101.49])","array([-0.5702356,  3.9340755])"
1566,"array([ 775.51, 1077.73])","array([-0.62658859,  4.01039009])"
1567,"array([776.15, 342.42])","array([-1.06226932,  7.53606216])"
1568,"array([ 776.65, 1449.11])","array([3.50726716, 3.50718835])"
1569,"array([ 78.66, 538.19])","array([-4.28463506,  4.08877093])"
1570,"array([ 78.69, 453.8 ])","array([-4.16248116,  4.44236816])"
1571,"array([ 780.04, 1040.8 ])","array([-0.5655522 ,  4.18034128])"
1572,"array([782.01, 445.51])","array([-1.05680181,  7.27207987])"
1573,"array([782.2 , 995.87])","array([-0.72885937,  4.22104506])"
1574,"array([ 782.71, 1248.9 ])","array([2.62859515, 3.57293661])"
1575,"array([786.68, 345.79])","array([-0.98984226,  7.52555284])"
1576,"array([ 786.74, 1068.66])","array([-0.60766659,  4.07394378])"
1577,"array([787.94, 402.64])","array([-1.01254272,  7.39369553])"
1578,"array([788.68, 630.26])","array([-1.09060022,  6.25235179])"
1579,"array([789.31, 756.83])","array([-0.88580045,  5.53879076])"
1580,"array([ 789.33, 1050.95])","array([-0.50708791,  4.14543915])"
1581,"array([ 79.4 , 773.85])","array([-4.18987268,  3.17500832])"
1582,"array([  79.56, 1223.22])","array([-2.76551894,  1.15887342])"
1583,"array([ 791.33, 1400.57])","array([3.30796836, 3.54868501])"
1584,"array([ 791.71, 1007.1 ])","array([-0.64791809,  4.23487475])"
1585,"array([791.92, 901.92])","array([-1.10098863,  4.26571177])"
1586,"array([ 791.93, 1333.9 ])","array([2.8311806 , 3.33735936])"
1587,"array([792.42, 539.43])","array([-1.17887457,  6.60355544])"
1588,"array([793.27, 618.58])","array([-1.07679964,  6.32899239])"
1589,"array([ 794.51, 1060.88])","array([-0.53976246,  4.1032349 ])"
1590,"array([795.16, 960.45])","array([-0.78746834,  4.27958928])"
1591,"array([795.56, 698.03])","array([-1.03187736,  5.66888823])"
1592,"array([796.78, 348.32])","array([-0.96037525,  7.44846479])"
1593,"array([797.23, 815.22])","array([-0.72117752,  5.32830123])"
1594,"array([797.32, 948.36])","array([-0.86708221,  4.27579404])"
1595,"array([797.86, 407.56])","array([-0.94667165,  7.33576275])"
1596,"array([799.31, 730.97])","array([-0.87748396,  5.61974688])"
1597,"array([799.64, 694.39])","array([-1.00801674,  5.77110291])"
1598,"array([799.99, 525.58])","array([-1.14112669,  6.66642349])"
