"nodes","max.update","n.seeds","threshold","z","time","n.run","cascade.fraction"
10000,100,1,0.18,0.9,3,100,2e-04
10000,100,1,0.18,0.9,3,100,2e-04
10000,100,1,0.18,0.9,3,100,3e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,4,100,4e-04
10000,100,1,0.18,0.9,4,100,3e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,4,100,3e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,4,100,3e-04
10000,100,1,0.18,0.9,3,100,2e-04
10000,100,1,0.18,0.9,3,100,2e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,9,100,0.0018
10000,100,1,0.18,0.9,6,100,6e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,4,100,3e-04
10000,100,1,0.18,0.9,4,100,4e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,13,100,0.0044
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,13,100,0.0033
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,2,100,1e-04
10000,100,1,0.18,0.9,6,100,6e-04
10000,100,1,0.18,0.9,3,100,2e-04
10000,100,1,0.18,0.9,7,100,0.0022
10000,100,1,0.18,1,5,100,6e-04
10000,100,1,0.18,1,8,100,0.002
10000,100,1,0.18,1,3,100,2e-04
10000,100,1,0.18,1,8,100,0.0013
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,7,100,7e-04
10000,100,1,0.18,1,6,100,5e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,4,100,3e-04
10000,100,1,0.18,1,4,100,3e-04
10000,100,1,0.18,1,12,100,0.0027
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,7,100,0.0017
10000,100,1,0.18,1,4,100,3e-04
10000,100,1,0.18,1,16,100,0.0035
10000,100,1,0.18,1,9,100,0.0016
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,3,100,2e-04
10000,100,1,0.18,1,3,100,2e-04
10000,100,1,0.18,1,4,100,3e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,4,100,6e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,3,100,2e-04
10000,100,1,0.18,1,4,100,4e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,10,100,0.0035
10000,100,1,0.18,1,5,100,5e-04
10000,100,1,0.18,1,4,100,4e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,7,100,8e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,5,100,5e-04
10000,100,1,0.18,1,3,100,3e-04
10000,100,1,0.18,1,3,100,2e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,48,100,0.0398
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,21,100,0.0123
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,4,100,3e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,4,100,3e-04
10000,100,1,0.18,1,38,100,0.0372
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,38,100,0.0285
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,7,100,0.001
10000,100,1,0.18,1,27,100,0.0165
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,2,100,1e-04
10000,100,1,0.18,1,3,100,2e-04
10000,100,1,0.18,1,2,100,1e-04
